ref,name,is_councillor,month,service_area,deputy_directorate
14162896,Leaf,1,01/07/2023,Housing Services,Place
14163096,Leaf,1,01/07/2023,Libraries and Communities,Place
14165497,Ferguson,1,01/07/2023,Environmental Services,Place
14170860,Hunt,1,01/07/2023,Environmental Services,Place
14172860,Leaf,1,01/07/2023,Leisure Parks and Open Spaces,Place
14174360,Hall,1,01/07/2023,Environmental Services,Place
14174860,Perfect,1,01/07/2023,Leisure Parks and Open Spaces,Place
14175460,Read,1,01/07/2023,Environmental Services,Place
14176524,Taylor N,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14187020,Leaf,1,01/07/2023,Environmental Services,Place
14190984,French,0,01/07/2023,Housing Services,Place
14197416,Sandhu,1,01/07/2023,Environmental Services,Place
14197517,Hall,1,01/07/2023,Environmental Services,Place
14198516,Ferguson,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14200116,Slaughter,1,01/07/2023,Planning and Regulation,Place
14202016,Hall,1,01/07/2023,Planning and Regulation,Place
14203216,Ferguson,1,01/07/2023,Environmental Services,Place
14205812,Ferguson,1,01/07/2023,Environmental Services,Place
14211312,Hall,1,01/07/2023,Environmental Services,Place
14211613,Ward-Wilson,1,01/07/2023,Environmental Services,Place
14213712,Holloway,0,01/07/2023,Housing Services,Place
14216308,Ward-Wilson,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14220508,Francis,1,01/07/2023,Integrated Commissioning,Adult Social Care & Health
14223637,Leaf,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14227736,Curtois,1,01/07/2023,Leisure Parks and Open Spaces,Place
14227836,Hall,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14229501,Newton,1,01/07/2023,Environmental Services,Place
14230700,Taylor N,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14233801,Hall,1,01/07/2023,Environmental Services,Place
14235000,Borella,1,01/07/2023,"Property, Assets and Facilities Management",Finance
14237700,Perfect,1,01/07/2023,Environmental Services,Place
14242764,Jackson,1,01/07/2023,Environmental Services,Place
14246629,Curtois,1,01/07/2023,Housing Services,Place
14247228,Hall,1,01/07/2023,Environmental Services,Place
14260488,James,0,01/07/2023,Environmental Services,Place
14261288,Leaf,1,01/07/2023,Leisure Parks and Open Spaces,Place
14266384,James,0,01/07/2023,Parking Enforcement (Bexley and Bromley),Place
14266485,James,0,01/07/2023,Planning and Regulation,Place
14267184,James,0,01/07/2023,"Highways, Traffic and Infrastructure",Place
14268384,James,0,01/07/2023,"Highways, Traffic and Infrastructure",Place
14270984,Day,1,01/07/2023,Environmental Services,Place
14271184,Borella,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14272084,Borella,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14277680,Ferguson,1,01/07/2023,Environmental Services,Place
14278980,Day,1,01/07/2023,Environmental Services,Place
14285044,Bishop,1,01/07/2023,"Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
14291608,French,0,01/07/2023,Environmental Services,Place
14291909,Diment,1,01/07/2023,Integrated Services for Older People,Adult Social Care & Health
14300204,French,0,01/07/2023,"Highways, Traffic and Infrastructure",Place
14301668,Hall,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14301868,Brooks,1,01/08/2023,Parking Enforcement (Bexley and Bromley),Place
14310533,O'Neill,1,01/07/2023,Housing Services,Place
14310732,Hall,1,01/07/2023,"Highways, Traffic and Infrastructure",Place
14310934,Ferguson,1,01/07/2023,Environmental Services,Place
14317332,Perfect,1,01/07/2023,Environmental Services,Place
14318732,Perfect,1,01/07/2023,Libraries and Communities,Place
14337088,Dourmoush,1,01/08/2023,Environmental Services,Place
14337188,Leaf,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14343685,James,0,01/08/2023,"Highways, Traffic and Infrastructure",Place
14348184,Carew,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14348584,Perfect,1,01/08/2023,Leisure Parks and Open Spaces,Place
14349484,Borella,1,01/08/2023,Housing Services,Place
14352216,Davey,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14357613,Hall,1,01/08/2023,Environmental Services,Place
14358712,Jackson,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14364376,Leaf,1,01/08/2023,Planning and Regulation,Place
14367840,Curtois,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14368141,James,0,01/08/2023,Parking Enforcement (Bexley and Bromley),Place
14368540,James,0,01/08/2023,Parking Enforcement (Bexley and Bromley),Place
14379768,Hall,1,01/08/2023,Environmental Services,Place
14389564,James,0,01/08/2023,Environmental Services,Place
14392928,Smith,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14401892,Slaughter,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14404892,Hinkley,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14414084,Ferguson,1,01/08/2023,Housing Services,Place
14414586,Ferguson,1,01/08/2023,Environmental Services,Place
14414684,Curtois,1,01/08/2023,Planning and Regulation,Place
14419281,Christoforides,1,01/08/2023,Planning and Regulation,Place
14419582,Sandhu,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14419681,Perfect,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14419880,Perfect,1,01/08/2023,Environmental Services,Place
14421180,Hall,1,01/08/2023,Parking Enforcement (Bexley and Bromley),Place
14428944,Hall,1,01/08/2023,Parking Enforcement (Bexley and Bromley),Place
14435537,Francis,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14438136,Hall,1,01/08/2023,Environmental Services,Place
14440736,O'Neill,1,01/08/2023,Environmental Services,Place
14444364,Bishop,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14446164,Hall,1,01/08/2023,Planning and Regulation,Place
14446464,Slaughter,1,01/08/2023,Environmental Services,Place
14449864,Hall,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14457060,Christoforides,1,01/08/2023,"Highways, Traffic and Infrastructure",Place
14460224,Leaf,1,01/09/2023,Libraries and Communities,Place
14467256,Newton,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14467856,Dourmoush,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14468156,Hall,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14468356,Moore,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14472620,Ferguson,1,01/09/2023,Environmental Services,Place
14472820,Smith,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14473120,Ferguson,1,01/09/2023,Environmental Services,Place
14474120,Moore,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14474920,Ferguson,1,01/09/2023,Environmental Services,Place
14477720,O'Neill,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14484752,Hinkley,1,01/09/2023,"Property, Assets and Facilities Management",Finance
14485852,Brooks,1,01/09/2023,Environmental Services,Place
14486852,Bishop,1,01/09/2023,Leisure Parks and Open Spaces,Place
14488752,Carew,1,01/09/2023,Parking Enforcement (Bexley and Bromley),Place
14490316,Bishop,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14493216,Bishop,1,01/09/2023,Housing Services,Place
14496680,Gower,1,01/09/2023,Environmental Services,Place
14497580,Jackson,1,01/09/2023,Environmental Services,Place
14499780,Jackson,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14502180,Ferguson,1,01/09/2023,Libraries and Communities,Place
14517900,Ball,1,01/09/2023,Environmental Services,Place
14518000,Christoforides,1,01/09/2023,Environmental Services,Place
14518600,Curtois,1,01/09/2023,Environmental Services,Place
14535124,Hall,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14537224,Bishop,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14537424,Francis,1,01/09/2023,Environmental Services,Place
14541320,French,0,01/09/2023,Environmental Services,Place
14541721,Ball,1,01/09/2023,Environmental Services,Place
14550884,Hall,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14556580,Evennett,0,01/09/2023,Housing Services,Place
14556780,Ball,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14559080,O'Neill,1,01/09/2023,Housing Services,Place
14559181,Francis,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14560144,Hall,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14560244,Davey,1,01/09/2023,Housing Services,Place
14560345,Betts,1,01/09/2023,Libraries and Communities,Place
14560644,Hall,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14562346,Hall,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14562945,Leaf,1,01/09/2023,Leisure Parks and Open Spaces,Place
14563844,Ball,1,01/09/2023,Libraries and Communities,Place
14568844,Betts,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14571272,Sandhu,1,01/09/2023,Environmental Services,Place
14572872,Gill,1,01/09/2023,Environmental Services,Place
14573872,Curtois,1,01/09/2023,Parking Enforcement (Bexley and Bromley),Place
14574672,Francis,1,01/09/2023,Environmental Services,Place
14576804,Moore,1,01/09/2023,Environmental Services,Place
14589960,James,0,01/09/2023,Housing Services,Place
14590060,Lucia-Hennis,1,01/09/2023,"Highways, Traffic and Infrastructure",Place
14599424,Ferguson,1,01/09/2023,Environmental Services,Place
14600124,Perfect,1,01/09/2023,Leisure Parks and Open Spaces,Place
14601224,Francis,1,01/09/2023,Environmental Services,Place
14601524,French,0,01/09/2023,Parking Enforcement (Bexley and Bromley),Place
14602224,Perfect,1,01/09/2023,Environmental Services,Place
14606224,Oppong-Asare,0,01/09/2023,"Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
14608921,Hinkley,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14610720,Hall,1,01/10/2023,Environmental Services,Place
14617352,French,0,01/10/2023,Environmental Services,Place
14625784,Hall,1,01/10/2023,Leisure Parks and Open Spaces,Place
14637116,Perfect,1,01/10/2023,Environmental Services,Place
14637416,Hall,1,01/10/2023,Environmental Services,Place
14638016,Ward-Wilson,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14643080,Hall,1,01/10/2023,Environmental Services,Place
14643480,Hall,1,01/10/2023,Environmental Services,Place
14644080,Perfect,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14644282,Curtois,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14644780,Borella,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14650576,Sandhu,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14653876,French,0,01/10/2023,Planning and Regulation,Place
14659940,Hall,1,01/10/2023,Environmental Services,Place
14660940,Davey,1,01/10/2023,Leisure Parks and Open Spaces,Place
14661940,Davey,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14664704,Day,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14673668,Borella,1,01/10/2023,Parking Enforcement (Bexley and Bromley),Place
14679696,Leaf,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14679896,Bishop,1,01/10/2023,Planning and Regulation,Place
14691924,Sandhu,1,01/10/2023,Environmental Services,Place
14694824,Curtois,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14698188,Borella,1,01/10/2023,Environmental Services,Place
14698388,Bishop,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14698788,Hunt,1,01/10/2023,Environmental Services,Place
14698988,Slaughter,1,01/10/2023,Environmental Services,Place
14706252,Borella,1,01/10/2023,Environmental Services,Place
14706352,Borella,1,01/10/2023,Environmental Services,Place
14733940,O'Neill,1,01/10/2023,Parking Enforcement (Bexley and Bromley),Place
14747296,Sandhu,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14747496,Christoforides,1,01/10/2023,Environmental Services,Place
14747796,Christoforides,1,01/10/2023,Environmental Services,Place
14749396,Borella,1,01/10/2023,Environmental Services,Place
14749496,Christoforides,1,01/10/2023,Environmental Services,Place
14758860,Borella,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14759060,Sandhu,1,01/10/2023,Environmental Services,Place
14759560,Gill,1,01/10/2023,Housing Services,Place
14759660,Borella,1,01/10/2023,Planning and Regulation,Place
14760860,Diment,1,01/10/2023,Strategic Planning,Place
14766761,Borella,1,01/10/2023,Environmental Services,Place
14767260,Borella,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14770992,Borella,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14771192,Hunt,1,01/11/2023,Libraries and Communities,Place
14774392,Leaf,1,01/10/2023,Committee Services and Scrutiny,Legal & Democratic Services
14774892,Davey,1,01/10/2023,"Highways, Traffic and Infrastructure",Place
14778520,Perfect,1,01/11/2023,0-25 SEND,Educational Achievement & Inclusion
14779220,Christoforides,1,01/11/2023,Environmental Services,Place
14784016,Day,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14791348,Day,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14791748,Gower,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14792448,Leaf,1,01/11/2023,Leisure Parks and Open Spaces,Place
14792548,Leaf,1,01/11/2023,Leisure Parks and Open Spaces,Place
14797712,Hall,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14799212,Leaf,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14799612,Hall,1,01/11/2023,Leisure Parks and Open Spaces,Place
14800112,Hall,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14800512,Ward-Wilson,1,01/11/2023,Environmental Services,Place
14803878,Hall,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14804378,Day,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14823768,Leaf,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14826868,O'Neill,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14830400,Sandhu,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14839432,Catterall,1,01/11/2023,Environmental Services,Place
14839732,Day,1,01/11/2023,Environmental Services,Place
14859860,Hall,1,01/11/2023,Leisure Parks and Open Spaces,Place
14860760,Leaf,1,01/11/2023,Libraries and Communities,Place
14865192,Ferguson,1,01/11/2023,Environmental Services,Place
14865392,Ferguson,1,01/11/2023,Environmental Services,Place
14871824,Ferguson,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14872824,Christoforides,1,01/11/2023,Environmental Services,Place
14877620,Francis,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14882252,Borella,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14883152,Curtois,1,01/11/2023,Environmental Services,Place
14889884,Curtois,1,01/11/2023,Housing Services,Place
14890084,Curtois,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14896416,Gower,1,01/11/2023,Leisure Parks and Open Spaces,Place
14897516,Hall,1,01/11/2023,Economic Skills and Development,Place
14898816,Hall,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14902848,Slaughter,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14904248,Jackson,1,01/11/2023,"Highways, Traffic and Infrastructure",Place
14915644,Ward-Wilson,1,01/12/2023,Environmental Services,Place
14916044,French,0,01/11/2023,"Highways, Traffic and Infrastructure",Place
14919344,Sandhu,1,01/12/2023,Planning and Regulation,Place
14923208,Sandhu,1,01/12/2023,"Highways, Traffic and Infrastructure",Place
14925408,Francis,1,01/12/2023,Planning and Regulation,Place
14928440,Jackson,1,01/12/2023,Environmental Services,Place
14929040,Day,1,01/12/2023,Leisure Parks and Open Spaces,Place
14931340,Ferguson,1,01/12/2023,Environmental Services,Place
14936604,Sandhu,1,01/12/2023,Environmental Services,Place
14940536,Francis,1,01/12/2023,Public Health,Adult Social Care & Health
14942036,Brooks,1,01/12/2023,"Highways, Traffic and Infrastructure",Place
14942136,Sandhu,1,01/12/2023,"Highways, Traffic and Infrastructure",Place
14948568,Gill,1,01/12/2023,Environmental Services,Place
14952132,Leaf,1,01/12/2023,Planning and Regulation,Place
14961896,Slaughter,1,01/12/2023,Leisure Parks and Open Spaces,Place
14962196,Francis,1,01/12/2023,Housing Services,Place
14962296,Ball,1,01/12/2023,Housing Services,Place
14963096,Perfect,1,01/12/2023,Planning and Regulation,Place
14964696,Christoforides,1,01/12/2023,Environmental Services,Place
14968360,James,0,01/12/2023,"Highways, Traffic and Infrastructure",Place
14968660,Bishop,1,01/12/2023,Planning and Regulation,Place
14969060,Leaf,1,01/12/2023,Planning and Regulation,Place
14969760,Francis,1,01/12/2023,Public Health,Adult Social Care & Health
14979492,Leaf,1,01/12/2023,Leisure Parks and Open Spaces,Place
14987552,Hall,1,01/12/2023,Environmental Services,Place
14988752,Sandhu,1,01/12/2023,"Highways, Traffic and Infrastructure",Place
14991352,James,0,01/12/2023,Parking Enforcement (Bexley and Bromley),Place
14991752,Perfect,1,01/12/2023,Environmental Services,Place
14992352,Hall,1,01/12/2023,Leisure Parks and Open Spaces,Place
14997984,Perfect,1,01/12/2023,Housing Services,Place
15000985,Hall,1,01/12/2023,Environmental Services,Place
15001784,Hunt,1,01/12/2023,"Highways, Traffic and Infrastructure",Place
15004448,Ward-Wilson,1,01/12/2023,Environmental Services,Place
15010180,Ward-Wilson,1,01/12/2023,"Strategic Education Partnership, Improvement & Inclusion",Educational Achievement & Inclusion
15027872,Sandhu,1,01/01/2024,Environmental Services,Place
15028772,Hall,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15029404,Borella,1,01/01/2024,"Property, Assets and Facilities Management",Finance
15030004,James,0,01/01/2024,Leisure Parks and Open Spaces,Place
15033636,Bishop,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15036736,Diment,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15037236,Day,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15037836,James,0,01/01/2024,Libraries and Communities,Place
15041468,Hall,1,01/01/2024,Leisure Parks and Open Spaces,Place
15041568,Christoforides,1,01/01/2024,Leisure Parks and Open Spaces,Place
15043468,Gill,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15048164,Diment,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15053596,Leaf,1,01/01/2024,"Property, Assets and Facilities Management",Finance
15054396,French,0,01/01/2024,Housing Services,Place
15067724,Perfect,1,01/01/2024,Planning and Regulation,Place
15068824,Perfect,1,01/01/2024,Housing Services,Place
15069524,Reader,1,01/01/2024,Leisure Parks and Open Spaces,Place
15072688,Christoforides,1,01/01/2024,Planning and Regulation,Place
15076116,James,0,01/01/2024,Environmental Services,Place
15077316,James,0,01/01/2024,"Highways, Traffic and Infrastructure",Place
15080748,Day,1,01/01/2024,Planning and Regulation,Place
15081448,Moore,1,01/01/2024,Leisure Parks and Open Spaces,Place
15082048,James,0,01/01/2024,"Highways, Traffic and Infrastructure",Place
15082148,James,0,01/01/2024,"Highways, Traffic and Infrastructure",Place
15090713,James,0,01/01/2024,Planning and Regulation,Place
15091412,Sandhu,1,01/01/2024,Environmental Services,Place
15092412,Jackson,1,01/01/2024,Planning and Regulation,Place
15094412,Curtois,1,01/01/2024,Environmental Services,Place
15098712,Slaughter,1,01/01/2024,Leisure Parks and Open Spaces,Place
15099613,Ferguson,1,01/01/2024,Housing Services,Place
15114208,Sandhu,1,01/01/2024,"Property, Assets and Facilities Management",Finance
15114908,Carew,1,01/01/2024,Planning and Regulation,Place
15124472,Leaf,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15124872,Leaf,1,01/01/2024,Exchequer Services,Finance
15131604,Perfect,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15136636,James,0,01/01/2024,Environmental Services,Place
15138336,Leaf,1,01/01/2024,Libraries and Communities,Place
15139536,Leaf,1,01/01/2024,Leisure Parks and Open Spaces,Place
15140636,O'Hare,1,01/01/2024,Environmental Services,Place
15140637,Curtois,1,01/01/2024,Environmental Services,Place
15141037,Curtois,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15146068,Leaf,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15146968,Hinkley,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15147468,Sandhu,1,01/01/2024,Customer Services & Business Support,Corporate Services
15153532,Curtois,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15155532,Borella,1,01/01/2024,Corporate Finance,Finance
15156164,Borella,1,01/01/2024,"Highways, Traffic and Infrastructure",Place
15163796,O'Hare,1,01/01/2024,Environmental Services,Place
15169624,Sandhu,1,01/01/2024,Planning and Regulation,Place
15170324,Leaf,1,01/01/2024,Member enquiries,Corporate Services
15170724,French,0,01/01/2024,"Highways, Traffic and Infrastructure",Place
15174288,Taylor N,1,01/01/2024,Environmental Services,Place
15174488,Hinkley,1,01/01/2024,Leisure Parks and Open Spaces,Place
15176989,Read,1,01/01/2024,Parking Enforcement (Bexley and Bromley),Place
15178988,Evennett,0,01/01/2024,"Highways, Traffic and Infrastructure",Place
15190848,Christoforides,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15194048,Read,1,01/02/2024,Environmental Services,Place
15197344,Curtois,1,01/02/2024,Leisure Parks and Open Spaces,Place
15198944,Sandhu,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15201144,Francis,1,01/02/2024,Planning and Regulation,Place
15206304,Read,1,01/02/2024,Environmental Services,Place
15209336,O'Hare,1,01/02/2024,Leisure Parks and Open Spaces,Place
15209436,Sandhu,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15212136,Read,1,01/02/2024,Environmental Services,Place
15218668,Sandhu,1,01/02/2024,Libraries and Communities,Place
15234788,Ferguson,1,01/02/2024,Environmental Services,Place
15234789,Leaf,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15235088,Borella,1,01/02/2024,Environmental Services,Place
15235589,Leaf,1,01/02/2024,Corporate Finance,Finance
15237488,Day,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15237688,Curtois,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15238588,Curtois,1,01/02/2024,Environmental Services,Place
15238988,Jackson,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15239888,Leaf,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15240388,Borella,1,01/02/2024,"Property, Assets and Facilities Management",Finance
15242785,Ward-Wilson,1,01/02/2024,Environmental Services,Place
15242984,Jackson,1,01/02/2024,"Property, Assets and Facilities Management",Finance
15246780,Ball,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15248780,Christoforides,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15256344,Bishop,1,01/02/2024,Environmental Services,Place
15265840,Slaughter,1,01/02/2024,Environmental Services,Place
15265941,James,0,01/02/2024,"Strategic Education Partnership, Improvement & Inclusion",Educational Achievement & Inclusion
15266140,Ward-Wilson,1,01/02/2024,Housing Services,Place
15266540,Ward-Wilson,1,01/02/2024,Planning and Regulation,Place
15267440,Carew,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15270040,O'Neill,1,01/02/2024,Planning and Regulation,Place
15270340,Leaf,1,01/02/2024,Parking Enforcement (Bexley and Bromley),Place
15270540,Christoforides,1,01/02/2024,Parking Enforcement (Bexley and Bromley),Place
15274240,Francis,1,01/02/2024,"Property, Assets and Facilities Management",Finance
15276236,James,0,01/02/2024,Leisure Parks and Open Spaces,Place
15276436,Perfect,1,01/02/2024,Planning and Regulation,Place
15284400,Leaf,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15284700,Craske,1,01/02/2024,Leisure Parks and Open Spaces,Place
15286700,Carew,1,01/02/2024,Environmental Services,Place
15287500,James,0,01/02/2024,Libraries and Communities,Place
15287800,Leaf,1,01/02/2024,"Property, Assets and Facilities Management",Finance
15290864,Carew,1,01/02/2024,Environmental Services,Place
15303952,Gower,1,01/02/2024,Environmental Services,Place
15304652,French,0,01/02/2024,Integrated Commissioning,Adult Social Care & Health
15304852,Francis,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15310180,Day,1,01/02/2024,Leisure Parks and Open Spaces,Place
15314544,Adams,1,01/02/2024,Environmental Services,Place
15316944,Perfect,1,01/02/2024,"Highways, Traffic and Infrastructure",Place
15317144,Day,1,01/02/2024,Strategic Planning,Place
15328036,Sandhu,1,01/03/2024,Environmental Services,Place
15333332,Slaughter,1,01/03/2024,Environmental Services,Place
15335032,Seymour,1,01/03/2024,Housing Services,Place
15350320,Bishop,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15356784,Smith,1,01/03/2024,Leisure Parks and Open Spaces,Place
15369708,Slaughter,1,01/03/2024,Planning and Regulation,Place
15369808,Slaughter,1,01/03/2024,Planning and Regulation,Place
15369908,Leaf,1,01/03/2024,Environmental Services,Place
15372708,Jackson,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15374904,Jackson,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15375904,Bishop,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15391884,Seymour,1,01/03/2024,Environmental Services,Place
15393816,Leaf,1,01/03/2024,Environmental Services,Place
15400644,French,0,01/03/2024,Environmental Services,Place
15402641,Ogundayo,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15403240,Carew,1,01/03/2024,Environmental Services,Place
15403740,Leaf,1,01/03/2024,Housing Services,Place
15408472,Slaughter,1,01/03/2024,Leisure Parks and Open Spaces,Place
15415364,Leaf,1,01/03/2024,Planning and Regulation,Place
15416864,Ferguson,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15423124,Sandhu,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15423424,Sandhu,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15423624,Sandhu,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15424425,Read,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15434884,Hunt,1,01/03/2024,Planning and Regulation,Place
15441776,Leaf,1,01/03/2024,Environmental Services,Place
15442777,Sandhu,1,01/03/2024,"Highways, Traffic and Infrastructure",Place
15449804,Leaf,1,01/04/2024,Planning and Regulation,Place
15450004,French,0,01/04/2024,Parking Enforcement (Bexley and Bromley),Place
15450604,Hinkley,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15451104,Hinkley,1,01/04/2024,Environmental Services,Place
15451804,Leaf,1,01/04/2024,Planning and Regulation,Place
15455900,Read,1,01/04/2024,Environmental Services,Place
15456200,French,0,01/04/2024,Housing Services,Place
15456301,French,0,01/04/2024,Environmental Services,Place
15456303,Leaf,1,01/04/2024,"Property, Assets and Facilities Management",Finance
15463020,Sandhu,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15467280,Leaf,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15467780,Leaf,1,01/04/2024,"Looked after Children, Permanence and Specialist Services",Childrens Social Care
15470280,Perfect,1,01/04/2024,Environmental Services,Place
15470680,Francis,1,01/04/2024,Parking Enforcement (Bexley and Bromley),Place
15471380,Francis,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15475244,Leaf,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15476644,French,0,01/04/2024,Parking Enforcement (Bexley and Bromley),Place
15477044,Hinkley,1,01/04/2024,Planning and Regulation,Place
15477544,Catterall,1,01/04/2024,Environmental Services,Place
15478644,Moore,1,01/04/2024,Parking Enforcement (Bexley and Bromley),Place
15491201,French,0,01/04/2024,"Highways, Traffic and Infrastructure",Place
15491901,Leaf,1,01/04/2024,Environmental Services,Place
15496564,Sandhu,1,01/04/2024,Planning and Regulation,Place
15501728,Francis,1,01/04/2024,Environmental Services,Place
15509484,Borella,1,01/04/2024,Complex Care,Adult Social Care & Health
15509985,Curtois,1,01/04/2024,Housing Services,Place
15510948,Hall,1,01/04/2024,Environmental Services,Place
15515812,Francis,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15518676,Asunramu,1,01/04/2024,16+ Learning and Skills,Educational Achievement & Inclusion
15523109,Gower,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
